geo_param_run,geo_param_vehicle_length,geo_param_vehicle_width,geo_param_vehicle_height,geo_param_front_overhang,geo_param_front_planview,geo_param_hood_angle,geo_param_approach_angle,geo_param_windscreen_angle,geo_param_greenhouse_tapering,geo_param_backlight_angle,geo_param_decklid_height,geo_param_rearend_tapering,geo_param_rear_overhang,geo_param_rear_diffusor_angle,geo_param_vehicle_ride_height,geo_param_vehicle_pitch,run_id,force_run,force_cd,force_cl,force_clf,force_clr,force_cs,force_constref_run,force_constref_cd,force_constref_cl,force_constref_clf,force_constref_clr,force_constref_cs,source_dataset,dataset_version,ingested_at,source_file_count,source_files_json,cd,cl,cs
78,64.2001,74.1891,-66.8177,28.1256,-2.70602,-45.0886,1.51247,-132.812,44.6174,134.16,11.021,-43.1307,21.2742,-38.5037,46.0042,0.910515,78,78.0,0.3037316,0.1021242,0.002478014,0.09964617,0.01045338,78.0,0.3122697,0.104995,0.0002010236,0.1047939,0.01074723,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3037316,0.1021242,0.01045338
79,-35.7999,24.1891,83.1823,-34.3744,-40.206,29.9114,-15.9875,92.1876,-5.38256,59.1597,-13.979,-83.1307,-41.2258,36.4963,21.0042,0.410515,79,79.0,0.293934,0.01884604,-0.05512535,0.07397139,0.02368397,79.0,0.3165547,0.0202964,-0.05833324,0.07862964,0.02550666,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.293934,0.01884604,0.02368397
80,164.2,-75.8109,-16.8177,90.6256,34.794,-20.0886,19.0125,-57.8124,94.6174,-90.8403,36.021,-3.13066,83.7742,-13.5037,-28.9958,-0.589485,80,80.0,0.2577281,-0.09782907,-0.1215068,0.02367777,0.0009888834,80.0,0.2308863,-0.08764042,-0.1100994,0.02245899,0.0008858937,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2577281,-0.09782907,0.0009888834
81,201.7,17.9391,51.9323,20.3131,-26.1435,-23.2136,8.07497,7.81263,-86.6326,49.7847,-29.604,-48.1307,-17.7883,-16.6287,-44.6208,-0.151985,81,81.0,0.244152,0.03295557,-0.0979499,0.1309055,0.01202768,81.0,0.2642917,0.03567402,-0.1162432,0.1519173,0.01301982,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.244152,0.03295557,0.01202768
82,1.70009,-82.0609,-48.0677,-104.687,48.8565,26.7864,-26.925,-142.187,13.3674,199.785,20.396,31.8693,-142.788,33.3713,5.37922,0.848015,82,82.0,0.3068153,0.08060897,-0.02908217,0.1096911,0.04824024,82.0,0.2669434,0.07013352,-0.02533092,0.09546444,0.04197123,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3068153,0.08060897,0.04824024
83,-98.2999,67.9391,-98.0677,82.8131,11.3565,1.78639,25.575,82.8126,-36.6326,124.785,-4.60404,-8.13066,44.7117,8.37134,-19.6208,0.348015,83,83.0,0.2740477,0.0956116,-0.01645576,0.1120674,0.03749601,83.0,0.2735426,0.09543536,-0.0124435,0.1078789,0.03742689,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2740477,0.0956116,0.03749601
84,101.7,-32.0609,1.93235,-42.1869,-63.6435,-48.2136,-9.42503,-67.1874,63.3674,-25.2153,45.396,-88.1307,-80.2883,-41.6287,30.3792,-0.651985,84,84.0,0.2908989,-0.06410121,-0.1416208,0.07751959,0.008473223,84.0,0.2833918,-0.06244698,-0.1406988,0.0782518,0.008254559,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2908989,-0.06410121,0.008473223
85,-148.3,-57.0609,76.9323,-73.4369,-7.39352,39.2864,16.825,-104.687,-61.6326,-62.7153,-17.104,51.8693,13.4617,45.8713,-32.1208,-0.901985,85,85.0,0.2454145,-0.03444966,-0.1403979,0.1059482,0.03204311,85.0,0.248355,-0.03486242,-0.1363393,0.1014769,0.03242704,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2454145,-0.03444966,0.03204311
86,51.7001,42.9391,-23.0677,51.5631,67.6065,-10.7136,-18.175,45.3126,38.3674,87.2847,32.896,-28.1307,-111.538,-4.12866,17.8792,0.0980152,86,86.0,0.2912445,0.05105605,-0.07733312,0.1283892,0.02104279,86.0,0.2986263,0.05235009,-0.08169435,0.1340444,0.02157613,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2912445,0.05105605,0.02104279
87,-48.2999,-7.06092,-73.0677,-10.9369,30.1065,-35.7136,-35.675,-29.6874,-11.6326,12.2847,7.89596,-68.1307,75.9617,-29.1287,-7.12078,-0.401985,87,87.0,0.2681718,-0.0468516,-0.1506887,0.1038371,0.009383146,87.0,0.2556901,-0.04467095,-0.1419275,0.09725656,0.008946419,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2681718,-0.0468516,0.009383146
88,151.7,92.9391,26.9323,-135.937,-44.8935,14.2864,-0.675032,120.313,88.3674,162.285,-42.104,11.8693,-49.0383,20.8713,42.8792,0.598015,88,88.0,0.3057566,0.1176839,-0.007803497,0.1254874,0.02696682,88.0,0.3357686,0.1292354,-0.01602904,0.1452645,0.0296138,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.3057566,0.1176839,0.02696682
89,226.7,80.4391,-35.5677,-26.5619,-16.7685,8.03639,-22.55,-48.4374,-74.1326,143.535,26.646,-78.1307,-2.16326,14.6213,11.6292,-0.526985,89,89.0,0.2808062,-0.01317918,-0.1268,0.1136208,0.01800102,89.0,0.3117337,-0.01463071,-0.1509888,0.136358,0.01998363,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2808062,-0.01317918,0.01800102
90,26.7001,-19.5609,64.4323,98.4381,58.2315,-41.9636,12.45,101.563,25.8674,-6.46526,-23.354,1.86934,-127.163,-35.3787,-38.3708,0.473015,90,90.0,0.2788965,0.116715,-0.04324001,0.159955,0.02978096,90.0,0.2770971,0.115962,-0.0444338,0.1603958,0.02958882,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2788965,0.116715,0.02978096
91,-73.2999,-69.5609,14.4323,35.9381,20.7315,33.0364,-5.05003,26.5626,-24.1326,-81.4653,-48.354,-38.1307,60.3367,39.6213,36.6292,-0.0269848,91,91.0,0.2739493,-0.02818611,-0.08764502,0.05945892,0.01857532,91.0,0.2580426,-0.02654949,-0.08106483,0.05451533,0.01749675,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2739493,-0.02818611,0.01857532
92,126.7,30.4391,-85.5677,-89.0619,-54.2685,-16.9636,29.95,-123.437,75.8674,68.5347,1.64596,41.8693,-64.6633,-10.3787,-13.3708,0.973015,92,92.0,0.2903494,0.1571214,0.0483863,0.1087351,0.02209977,92.0,0.2763002,0.1495188,0.0413723,0.1081465,0.02103043,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2903494,0.1571214,0.02209977
93,-123.3,5.43908,-10.5677,-120.312,1.98148,-29.4636,-13.8,139.063,-49.1326,31.0347,39.146,21.8693,29.0867,-22.8787,24.1292,0.723015,93,93.0,0.2895507,0.05921877,-0.02909102,0.08830979,0.03324543,93.0,0.2878161,0.058864,-0.02500436,0.08386836,0.03304626,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2895507,0.05921877,0.03324543
94,76.7001,-94.5609,89.4323,4.68813,-73.0185,20.5364,21.2,-10.9374,50.8674,181.035,-10.854,-58.1307,-95.9133,27.1213,-25.8708,-0.276985,94,94.0,0.2559966,-0.08334113,-0.1210672,0.03772607,0.01100813,94.0,0.2391268,-0.07784907,-0.114048,0.03619896,0.01028271,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2559966,-0.08334113,0.01100813
95,-23.2999,55.4391,39.4323,-57.8119,39.4815,-4.46361,3.69997,-85.9374,0.867444,106.035,-35.854,61.8693,91.5867,2.12134,49.1292,-0.776985,95,95.0,0.2797717,0.0242751,-0.1059329,0.130208,0.02294862,95.0,0.3138085,0.02722838,-0.1175531,0.1447815,0.02574052,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2797717,0.0242751,0.02294862
96,176.7,-44.5609,-60.5677,67.1881,-35.5185,45.5364,-31.3,64.0626,-99.1326,-43.9653,14.146,-18.1307,-33.4133,-47.8787,-0.870776,0.223015,96,96.0,0.2762384,0.02003176,-0.1088958,0.1289275,0.0346617,96.0,0.2586711,0.01875785,-0.1095891,0.1283469,0.03245741,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2762384,0.02003176,0.0346617
97,195.45,2.31408,-26.1927,32.0319,9.01273,-6.02611,-1.76878,96.8751,10.2424,176.347,-18.6665,39.3693,-84.1945,-49.4412,-8.68328,-0.558235,97,97.0,0.2852732,0.08388843,-0.1118671,0.1957555,0.04262881,97.0,0.2850102,0.08381111,-0.1254393,0.2092504,0.04258952,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2852732,0.08388843,0.04262881
98,-4.54991,-97.6859,73.8073,-92.9681,-65.9873,43.9739,-36.7688,-53.1249,-89.7576,26.3472,31.3335,-40.6307,40.8055,0.558841,41.3167,0.441765,98,98.0,0.2760166,-0.05733658,-0.09086926,0.03353269,0.02569123,98.0,0.2657137,-0.05519636,-0.08741735,0.03222099,0.02473225,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2760166,-0.05733658,0.02569123
99,-104.55,52.3141,23.8073,94.5319,46.5127,18.9739,15.7312,-128.125,60.2424,-48.6528,6.33346,-80.6307,-21.6945,-24.4412,16.3167,-0.0582348,99,99.0,0.2889115,0.04451773,-0.05222684,0.09674457,0.02744478,99.0,0.3079504,0.04745139,-0.05177567,0.09922707,0.02925336,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2889115,0.04451773,0.02744478
100,95.4501,-47.6859,-76.1927,-30.4681,-28.4873,-31.0261,-19.2688,21.8751,-39.7576,101.347,-43.6665,-0.630655,-146.695,25.5588,-33.6833,0.941765,100,100.0,0.2922108,0.1476556,-0.02159046,0.1692461,0.02476801,100.0,0.2604312,0.1315972,-0.02437579,0.155973,0.02207434,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2922108,0.1476556,0.02476801
101,245.45,-72.6859,-1.19265,-61.7181,27.7627,-43.5261,6.98122,-15.6249,35.2424,63.8472,-6.16654,-20.6307,-52.9445,13.0588,3.81672,0.691765,101,101.0,0.278873,0.04831152,-0.02383317,0.07214469,0.03014841,101.0,0.2523993,0.04372526,-0.02730818,0.07103345,0.0272864,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.278873,0.04831152,0.03014841
102,45.4501,27.3141,98.8073,63.2819,-47.2373,6.47389,-28.0188,134.375,-64.7576,-86.1528,43.8335,59.3693,72.0555,-36.9412,-46.1833,-0.308235,102,102.0,0.2488937,-0.0412293,-0.1688074,0.1275781,-0.002965233,102.0,0.2768799,-0.04586522,-0.1900716,0.1442064,-0.003298651,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2488937,-0.0412293,-0.002965233
103,-54.5499,-22.6859,48.8073,0.781885,65.2627,-18.5261,24.4812,59.3751,85.2424,138.847,18.8335,19.3693,9.55549,38.0588,28.8167,-0.808235,103,103.0,0.2825129,-0.05734906,-0.1073638,0.05001479,0.01238058,103.0,0.2831638,-0.0574812,-0.1066184,0.04913721,0.01240911,DrivAerML,neashton/drivaerml-main,2026-04-30T20:35:46+00:00,3,"[{""path"": ""data/raw/drivaerml/geo_parameters_all.csv"", ""sha256"": ""2d4e8b3f166d1facab2a38821af2c3cc1dbba47cfbb7bf0814e3e0bf1fe3e829"", ""size_bytes"": 77574}, {""path"": ""data/raw/drivaerml/force_mom_all.csv"", ""sha256"": ""360d0ea616ce5dec4c23f400e1d2e3436fcfab3837a5428688effd95f8f61dd8"", ""size_bytes"": 33942}, {""path"": ""data/raw/drivaerml/force_mom_constref_all.csv"", ""sha256"": ""4e9e003da38ccdcacad359451079888361eae221d3c8dad7fd5682250d257865"", ""size_bytes"": 33947}]",0.2825129,-0.05734906,0.01238058
